Age,Gender,Country,City,Membership_Years,Login_Frequency,Session_Duration_Avg,Pages_Per_Session,Cart_Abandonment_Rate,Wishlist_Items,Total_Purchases,Average_Order_Value,Days_Since_Last_Purchase,Discount_Usage_Rate,Returns_Rate,Email_Open_Rate,Customer_Service_Calls,Product_Reviews_Written,Social_Media_Engagement_Score,Mobile_App_Usage,Payment_Method_Diversity,Lifetime_Value,Credit_Balance,Churned,Signup_Quarter
27,Female,USA,Los Angeles,4.4,11,31.3,7.8,47.7,5,10.4,263,49,72.96,13.5,17.1,2,,4.6,20.6,,2080.22,3159,0,Q4
44,Male,USA,New York,1.5,27,37.3,17.8,30,8,21,76.2,16,17.7,,43.5,8,4,38.5,30.2,1,1411.25,,0,Q3
22,Female,USA,New York,1.1,16,24,10.6,68.4,4,10,126.17,12,57,2,13.7,5,1,51.7,21.1,2,1033.04,2081,0,Q2
59,Male,USA,Los Angeles,1.1,17,17,5.9,48.4,2,10.4,219.32,21,,2.9,28.9,7,3,43.7,25.1,2,1587.59,2253,0,Q4
47,Male,USA,Houston,1.4,28,38.2,13,24.6,,15,65.62,0,27.3,1.3,23.1,5,7,40.2,,2,904.79,1785,0,Q2
50,Male,USA,Chicago,5,20,48.8,12.8,9.1,9,19,77.51,42,63,0.8,39.8,2,11,75.6,36.7,2,1558.14,2630,0,Q3
39,Male,USA,Houston,3.4,7,24.3,6.1,76.8,2,5.2,173.97,92,90.12,11.1,16.2,6,2,10.4,10.6,1,666.81,1358,0,Q4
45,Male,USA,Houston,8.2,21,37.9,13.8,46.2,13,18,86.52,50,24.4,1.3,39.7,4,3,26.1,34.2,5,1500.79,2468,0,Q1
18,Female,India,Chennai,2.8,6,20.3,9.3,57,2,9,192.56,14,,4.3,,5,3,50.5,14.9,3,1977.89,971,0,Q1
54,Male,USA,Los Angeles,5.6,22,38.3,11.3,52.7,4,17,82.41,11,47.7,2.5,29.2,8,5,52.7,28.6,,1342.94,2764,0,Q1
36,Other,USA,Houston,0.8,4,9.8,2.9,70.8,2,5,130.19,81,29,1.6,0,6,0,8.8,9.5,2,670.85,1869,1,Q1
36,Male,USA,Houston,1,5,31.7,1.7,59,,16,175.77,22,23,7.7,27.4,2,,16.4,16.8,1,3368.42,997,0,Q2
23,Female,USA,Phoenix,4.6,15,35.4,11.9,35.3,6,20.8,170.91,20,91.44,6.5,13.4,8,3,35.3,25.4,4,2911.09,3785,1,Q4
42,Female,USA,New York,2.1,6,18.3,7.7,64.3,1,7,127.11,53,30.2,0.4,12.6,6,1,33.3,5.7,1,802.87,1866,1,Q3
41,Male,USA,Phoenix,0.4,25,31.1,10,29.6,4,12,112.91,2,29.3,15.8,9.3,5,9,45.1,22.5,5,1509.73,4491,0,Q3
18,Male,USA,Houston,10,9,39.1,8.2,80.5,5,12,179.93,54,72.6,15.8,29.4,8,2,22,16.4,3,2314.41,234,1,Q2
,Female,India,Chennai,0.4,6,19.1,5.1,71.3,4,13,78.06,112,31,5.8,23.1,4,,22.2,22.7,2,850.81,311,1,Q3
32,Male,USA,Los Angeles,6.2,13,31.9,8.5,39.7,7,11,169.95,18,67.6,11.2,12.6,12,1,10.4,,2,1980.29,563,1,Q3
50,Female,USA,Los Angeles,1.7,4,24.2,4.2,79.3,3,4,75.91,2,30.4,7.7,1.3,8,0,34.1,13.5,1,254.64,1380,1,Q2
40,Female,USA,New York,3.2,27,36.9,11.3,15.6,6,17,63.77,33,62.1,,28.4,4,3,67.8,28.1,2,1118.44,3898,0,Q3
47,Male,USA,Phoenix,3.2,9,36,9.2,62.7,3,11,120.35,93,59.1,16.4,29.7,6,6,68.1,23.2,3,1579.62,1469,0,Q1
43,Female,USA,Phoenix,3.2,21,34.3,14.8,35.4,9,16,132.43,3,8.1,2,33.9,7,8,64,31.6,3,2535.15,4317,1,Q1
34,Female,India,Delhi,0.6,9,12,1,57.4,3,11,154.77,8,66.2,5.5,0,8,0,0,14.7,3,1705.6,1955,0,Q1
25,Female,USA,New York,3,22,43.8,10.6,28.8,5,21,129.85,82,9.5,14.1,13.9,9,2,,31.1,4,2358.67,2695,1,Q2
39,Female,USA,Los Angeles,5.4,4,15.8,5,65.6,2,7,195.48,34,30.6,1.8,17.4,6,1,4.4,5.3,1,1396.31,777,0,Q3
34,Female,USA,Chicago,7,7,25.5,8.2,64.7,4,11,100.5,3,33,5.1,10.8,6,2,27.7,13.2,3,1310.53,2487,0,Q1
35,Female,USA,Houston,1.9,25,34.6,15,34.9,7,20,108.94,40,37.1,14.1,22.1,4,7,48.5,,2,2502.99,5419,0,Q1
26,Female,USA,Phoenix,1.8,17,33.6,11.7,35.7,6,19.5,157.31,11,14.4,3.9,39.5,4,5,51,22.9,1,2302.64,3279,0,Q4
23,Female,USA,Houston,7.3,2,24.1,5.1,62.6,1,7,53.26,22,95.4,13.6,24.2,3,0,0,3.7,2,335.29,1453,0,Q1
47,Female,USA,Los Angeles,1.8,1,,4.6,71.2,,6.5,144.82,,,1.8,9.1,7,1,19.2,7.4,3,850.13,571,0,Q4
29,Female,India,Mumbai,1.2,1,13.5,9.9,71.3,3,12,157.68,16,33,11.1,26.9,10,4,17.7,24.9,1,2172.27,815,1,Q2
42,Female,India,Bangalore,1.6,6,21.4,7.9,60.9,4,10.4,46.53,68,74.28,13.2,22.7,8,3,26.3,12.1,,395.87,1516,0,Q4
18,Female,USA,Houston,0.4,16,29.1,12.1,55,4,12,73.28,34,62.2,12.3,20.1,8,3,44.7,29.2,4,858.77,2422,0,Q3
23,Male,USA,Houston,0.6,9,40.5,6.4,38.2,4,13,49.38,4,56.2,5,26.8,5,4,45.3,22.5,4,638.88,2456,0,Q1
29,Male,India,Delhi,4.2,7,19.1,5,70.4,1,6,94.07,,27.7,,7.5,7,1,12.4,16,2,606.62,751,1,Q3
27,Female,USA,New York,2.3,21,33.7,13.1,50.9,2,23.4,52.67,13,16.56,8.5,24.9,2,3,,26.8,1,791.86,4880,0,Q4
49,Female,USA,Phoenix,5.1,15,18.3,5.5,74.5,2,7,113.32,99,20.8,6.3,20.2,7,3,0,28.9,2,932.57,999,1,Q2
61,Female,USA,Los Angeles,1.5,19,39.4,9.9,27.9,11,21,180.95,1,39.7,6.7,39.2,3,4,54.2,39.4,2,3439.88,4034,0,Q3
32,Female,USA,Los Angeles,0.4,3,,4.6,74.1,0,2,157.78,7,42,10.9,0,5,0,0,4.7,2,273.18,141,1,Q1
44,Male,India,Mumbai,2.7,10,11.8,5.7,78.4,2,8,144.3,37,7.5,6.8,3.6,7,1,24.8,14.3,1,973.15,788,1,Q3
44,Male,India,Hyderabad,3.5,6,36.6,6.1,52.4,4,9,99.31,3,21.5,2.9,,5,0,,12.9,5,777.25,167,0,Q2
40,Male,India,Chennai,4.7,10,29.8,7.3,57.8,2,15.6,86.03,,30,16.5,34.1,4,3,37.3,19.1,1,1179.11,2869,0,Q4
53,Female,USA,New York,1.1,4,29.8,8.6,66.8,5,7,61.19,21,15.1,10.1,32.2,7,1,0,,4,354.22,887,0,Q2
49,Female,USA,Houston,4.6,4,30.9,10.5,50.1,9,20,60.28,28,35.2,11.6,20.9,5,3,20.3,,1,1120.93,1622,0,Q3
33,Female,USA,Houston,2.8,16,32,11.3,36,4,11,208.1,22,53.9,7.7,16.1,9,3,19.5,19.3,5,2380.35,1274,1,Q2
47,Female,USA,Chicago,2,5,24.4,6.9,52.7,3,9,106.67,20,47.5,10.5,14.7,6,1,17.7,29.3,2,1105.84,994,0,Q1
53,Female,USA,Chicago,0.8,16,25.8,8.3,63,1,18,164.07,48,27.4,4.5,26.5,6,3,,30.5,2,2819.58,1259,1,Q2
36,Female,USA,Los Angeles,1.4,27,39.2,13.5,35,7,23,139.84,37,,11.9,35.1,0,6,,,2,2765.8,4260,0,Q1
40,Male,USA,Houston,1.1,8,25.1,,69.5,,9,90.3,7,26.2,1.7,0,6,4,23.7,13.7,2,864.17,1328,0,Q1
26,Female,USA,Houston,0.9,24,40.3,11.8,37.3,13,20,117.06,2,21.4,1.4,40.3,2,5,43.3,31.6,2,2327.76,1509,1,Q3
18,Male,USA,Houston,6.3,0,,6.3,60.6,1,5.2,123.23,39,35.4,3.8,26.4,8,0,0,10.2,1,424.01,0,0,Q4
40,Male,USA,Los Angeles,1.5,9,42,4.8,33.3,8,11,50.19,22,84,14.3,34.1,9,7,,26.8,2,521.41,2838,0,Q2
27,Male,USA,Chicago,5.6,16,30.5,15.2,37.1,10,19.5,123.18,23,59.28,,39.4,2,2,27.4,28.6,4,1766.4,2965,0,Q4
25,Male,USA,New York,5.4,17,46.1,13.2,30,7,18,93.57,14,54.1,,34.8,4,3,35.4,21.6,3,1371.69,619,0,Q1
31,Male,USA,New York,2.2,6,24.3,5.1,57,0,11,202.52,35,63.8,3.4,14.2,4,1,0,14.5,,1915.78,0,0,Q3
21,Male,USA,Houston,3.3,17,41.2,7.7,49,7,13,112.08,9,21.4,7.3,23.1,5,7,47.1,22.7,2,1350.35,3228,1,Q2
56,Female,USA,Chicago,1.1,14,22.1,8.2,50,3,15,182.96,26,48.2,12.7,24,6,4,,14.3,3,2488.7,2830,1,Q1
18,Female,USA,Houston,0.7,17,18.3,5.9,51.4,3,5,126.98,24,28.7,5,18.3,4,3,10.6,8.8,,575.71,3417,1,Q1
27,Female,India,Hyderabad,7.8,21,33.2,8,59.2,,15,238.48,11,4.1,3.6,35.6,3,1,40.9,24.3,3,3828.64,3982,0,Q2
46,Female,USA,Los Angeles,5.8,10,21.6,7.1,78.4,4,16.9,179.53,25,67.56,3.8,6.9,6,4,8.5,17.7,1,2296.94,1070,1,Q4
24,Male,USA,Phoenix,4.4,19,39.5,,49.2,3,12,87.6,13,43.2,,35,3,3,52.7,20.9,2,1150.75,4290,0,Q3
43,Female,USA,Los Angeles,3.3,2,19.1,7.4,85.5,2,14.3,136.75,24,41.28,2,15.4,8,1,,14.1,3,1435.81,2801,0,Q4
38,Other,USA,Phoenix,2.1,8,21.1,5.1,58.3,3,10,164.16,123,50,16.4,17.4,5,4,19.1,24,2,1512.06,1790,1,Q2
34,Male,USA,Los Angeles,0.5,4,20.3,8.3,78,3,6,133.47,,53.2,2.5,12.5,4,0,0,10.5,3,792.02,,0,Q3
26,Female,USA,Chicago,5.7,1,12.7,4.1,73.1,2,7,132.45,22,51.1,4.5,5.7,5,0,0,14.7,1,894.96,0,0,Q2
21,Female,USA,Chicago,1.9,13,14.8,5.1,77.6,4,6.5,49.19,27,,0.5,12.9,5,,2.8,,1,289.6,706,0,Q4
46,Female,USA,Chicago,3.5,15,35.9,9.3,56.7,0,10,199.35,22,21.1,3.9,33.1,7,2,30.6,25.5,1,1694.24,3205,0,Q2
28,Male,USA,Houston,3.2,3,38,10.5,41.2,6,24.7,211.66,30,68.28,4.1,37.6,11,4,27.9,32.8,2,4124.83,2393,1,Q4
51,Female,USA,Houston,4.3,0,,2.2,83.4,0,4,102.63,25,40.7,19.4,6.9,9,0,,14.5,3,394.06,0,1,Q3
46,Female,India,Bangalore,0.8,11,25.6,1.4,81,3,7,254.49,,56,4.2,0,10,0,11.7,18.4,1,1886.9,1423,1,Q2
5,Male,USA,Houston,4.2,19,33.7,10.9,74.8,9,16.9,237.34,4,32.64,4.2,25.9,5,6,,30.7,2,2648.41,,0,Q4
62,Female,USA,Los Angeles,5.3,8,27.7,11.2,46.8,8,16.9,207.57,23,39.72,12.6,17.7,7,1,0,,5,3042.98,2540,1,Q4
,Male,USA,New York,4.7,10,30.4,12.7,34.1,,18,125.09,231,61.3,1.7,39.2,3,5,26.8,24.6,3,1937.23,3157,0,Q3
44,Female,USA,Phoenix,4.1,11,29.2,6.9,50.7,2,5,106.65,39,40.6,6.2,25.8,12,1,44.9,8.6,5,604.01,1815,0,Q1
50,Female,USA,Houston,5.6,28,60.6,16.9,11.1,9,40.3,130.76,42,,,68.9,0,6,,,1,3591.7,6450,0,Q4
39,Male,USA,Los Angeles,2.9,3,9.8,1.2,59.8,2,10.4,38.67,14,67.92,0.8,0,5,0,,9,2,327.51,224,0,Q4
41,Female,USA,New York,4.8,15,13.1,8.7,56.3,4,10,159.56,1,47.6,7.2,1.4,5,,46.3,21,3,1323.62,,0,Q3
43,Male,India,Delhi,3.1,0,15.2,5.1,79.3,0,6,76.19,10,,1,4.9,8,1,22,14.5,1,366.63,2168,1,Q1
42,Male,USA,New York,1.6,19,37.6,10.7,41.5,6,15,106.47,7,20.8,9.6,12.4,5,4,,32.8,2,1895.85,3672,0,Q3
25,Female,USA,Los Angeles,1.5,12,44.5,10.3,33.8,6,17,156.01,5,25.5,5.8,32.7,9,7,55.5,32.4,1,2924.34,2904,1,Q1
28,Male,USA,Houston,1.1,14,29.8,10.5,41.1,3,11,95.41,15,36.5,8.2,31.6,6,4,21.3,19.1,3,1248.76,809,1,Q2
36,Male,USA,Los Angeles,1,0,25.3,5.8,69.9,6,9.1,99.26,9,4.8,,,6,2,3.7,16.9,1,605.34,1520,1,Q4
46,Female,USA,Houston,3.9,21,33.2,11.1,29.3,6,22,152.64,27,21.4,6.8,37.6,2,6,,22,4,3454.33,3696,0,Q1
25,Male,USA,Los Angeles,1,14,34.6,12,62.5,7,18,78.28,71,52.1,4.9,27.6,7,4,53.3,23.1,1,1274.21,4300,0,Q2
36,Female,USA,New York,2.6,15,37.5,15.2,45.6,10,20,397.85,0,62.3,7.8,44.5,2,3,68.8,28.4,3,7533.68,3084,0,Q2
37,Female,USA,Phoenix,0.7,9,15.3,7,66.1,3,6,146.78,15,50.1,9.4,20.3,3,1,26.4,12.4,1,814.05,2897,0,Q3
18,Female,USA,Phoenix,2,20,55.4,12.3,18,8,21,112.58,7,29.7,10.2,43.9,2,4,70.8,34,2,2564.29,3619,1,Q1
46,Female,USA,Chicago,3.8,2,19.1,4.8,54.1,2,7.8,194.73,18,92.04,3.5,13,11,3,,,2,1105.02,1268,0,Q4
27,Female,India,Mumbai,3.9,7,21.5,9.2,83.3,3,8,120.71,21,9,11.4,,9,4,19.9,17.5,1,774.9,2071,0,Q2
32,Female,USA,New York,2.1,13,,8,70.4,2,11,136.86,2,64.2,4.5,14,6,3,27.4,,2,1718.74,1073,0,Q2
45,Female,India,Hyderabad,2.8,9,,4,89.5,1,3,124.11,58,19.1,,0,7,0,26.6,15.4,2,439.81,2369,1,Q1
45,Female,USA,Houston,3.9,14,15.7,3.6,79.6,3,16,120.61,6,61.5,8,0,7,2,20.6,22.3,1,2299.09,538,1,Q2
29,Male,USA,Houston,3.6,11,32.1,8.7,53.8,1,16,138.85,62,8.3,15.6,29.3,7,5,48.4,16.5,,2288.5,1867,1,Q1
40,Female,USA,Chicago,0.9,9,28.8,8.3,58.2,2,11,143.7,0,49.2,12,16.5,6,3,12.9,25.5,1,1733.13,3218,0,Q1
55,Male,USA,Chicago,3.3,25,43.8,11.1,44.6,6,22,105.94,30,16.3,,34,2,5,46,36.2,1,1929.7,2822,0,Q1
37,Male,USA,New York,2.5,0,8,6.5,74.9,4,7,108.55,5,36.6,,,4,1,0,13.8,3,631.29,1459,0,Q1
46,Male,USA,Phoenix,1.7,9,20.5,,66.9,1,6,78.74,20,48.9,1.8,24.3,12,1,26.8,0,1,503.88,,0,Q2
52,Female,USA,Phoenix,1.8,7,14.9,5.2,95.8,0,5,243.34,2,54.1,3.3,0,7,1,,6.2,3,1099.94,2854,1,Q3
22,Female,USA,Los Angeles,2.9,1,14.4,6.8,59.7,3,7,127.45,153,57.4,7.9,14.6,7,3,17.3,11,,871.62,211,1,Q1
28,Female,USA,Los Angeles,2,0,15,5.8,78.3,2,14.3,133.86,77,48.72,10.9,23.8,8,0,20.3,5.1,4,1314.8,0,1,Q4
43,Female,USA,Phoenix,0.6,6,29.6,9.1,57.3,9,12,93.63,3,16.4,11.9,13.6,5,2,29.1,25.6,2,1154.19,1442,0,Q1
42,Male,USA,Phoenix,1.7,2,37.1,11.5,67.7,6,16,171.99,9,66.1,1,20.3,5,4,49,25.5,5,3205,1412,0,Q2
42,Other,USA,Phoenix,0.4,9,20.9,,67.7,3,12,90.2,8,19.2,14.1,13.1,3,2,35.7,,3,1134.15,190,0,Q2
32,Male,USA,Chicago,7.6,25,28.1,7,73.6,1,12,134.35,10,,7,17.1,1,9,17.5,24.6,3,1562.87,3884,0,Q3
33,Male,USA,New York,1.8,8,18,6,64.8,5,5,103.39,2,64.2,1.4,14.5,6,1,,17.3,2,459.74,2297,0,Q1
36,Female,USA,Houston,5.1,8,23.9,8.5,73,6,13,90.94,9,22.8,2.2,,2,1,12.1,15.7,3,1299.95,,0,Q1
27,Male,USA,Chicago,2.3,9,25.1,7.9,58.6,3,17,111.72,16,44.1,10.1,12.8,8,3,3.1,7,3,1931.21,244,1,Q3
45,Female,USA,New York,2.4,12,26.9,12.2,47.9,7,17,174.25,,46.2,6.4,34.7,4,3,67.7,27.1,3,2536.54,4198,0,Q2
59,Female,USA,Chicago,2,13,4.7,4.1,75.7,1,1.3,265.98,1,25.56,5.8,0,3,0,,3.5,1,220.17,0,1,Q4
18,Male,USA,Los Angeles,2.7,14,,8.6,80.5,5,15,102.76,9,44.5,16.4,34.2,7,2,42.5,28.1,1,1587.93,2598,1,Q3
23,Female,USA,Houston,1,7,16.3,2.1,81.8,,2,115.16,,11.4,5.8,17.3,9,,,5.4,1,235.27,1188,1,Q1
34,Male,India,Mumbai,6.8,14,13.3,6.2,84.4,2,3,128.1,45,41.7,10.6,21,5,1,,19.8,2,460.25,,1,Q3
32,Female,USA,New York,6.2,18,23.6,5.7,54.5,8,14.3,198.17,8,24.24,5.7,9.9,7,3,24,,1,2495.69,,1,Q4
60,Female,USA,New York,3.2,0,23.4,7.1,69.3,1,10,88.49,33,16,6.3,8.8,5,0,23.3,,2,771.94,1924,1,Q2
36,Female,USA,Phoenix,2.8,21,30.2,13.4,49.3,5,15,155.18,161,54.4,3.9,37.7,3,8,40.6,27.2,3,1882.63,3549,0,Q3
26,Male,India,Mumbai,2.2,17,34.6,11.9,55.2,8,20.8,123.74,66,43.8,11,21.8,6,1,29.7,31,3,2228.27,3184,1,Q4
36,Female,USA,Phoenix,3,16,,,71.9,4,17,103.52,6,37.8,1.9,1.4,4,4,26.2,17.8,4,1617.47,,0,Q3
35,Female,USA,Houston,4,36,52.5,16.9,34.7,16,28,180.28,13,7.9,3.5,57.6,0,8,100,34.5,2,5069.33,3976,0,Q1
37,Male,USA,Chicago,2.5,14,28,9.8,65.1,4,10,129.01,19,74.3,3.2,28.1,2,3,,22.3,3,1328.96,166,0,Q2
18,Female,USA,Chicago,6.2,0,6.5,5.2,91.9,1,14,192.49,61,47.5,3.5,1.3,3,,0,12.4,3,2441.01,2521,1,Q2
43,Female,USA,Phoenix,0.490014698,7,,10.2,82.2,5,118.3,164.51,8,42.72,93.07580716,32.3,6,5,10.6,16.8,1,1834.98,1542,0,Q4
37,Female,USA,Phoenix,1.8,5,21.1,8.2,75.7,6,9,72.73,44,84,1.3,8.8,4,2,33.6,,2,597.58,2012,0,Q1
22,Male,USA,Los Angeles,5.1,14,26.5,6.2,66.4,2,11,68.23,22,22,7.2,5.9,2,2,18.8,15,4,713.29,1568,1,Q2
39,Other,USA,Los Angeles,4.7,9,11.6,7.4,75.5,4,4,149.82,6,35.2,6.8,15,8,0,24.3,,3,707.22,0,0,Q1
28,Female,USA,Chicago,6,12,24.6,3.2,54,2,9,86.48,13,40.5,13.5,8.8,4,1,25.1,26.3,1,916.82,123,0,Q1
51,Male,USA,Houston,0.1,18,28.6,8.5,48.6,2,15,92.8,22,27,6.5,21.3,4,4,40.4,17.4,1,1341.25,1851,0,Q3
43,Male,India,Hyderabad,5.2,26,13.7,5.8,50.4,0,18,165.85,1,26.3,4.4,15.2,6,2,0,17.1,3,3545.58,2851,1,Q3
48,Male,USA,Phoenix,6.6,1,14,6.9,75.5,4,10.4,66.08,2,68.64,,6.8,10,0,28.7,13.1,1,432.63,2969,0,Q4
48,Male,USA,New York,7.4,5,30.3,7.3,58.3,,11,165.22,26,50.2,1.8,14.8,5,,,14.3,3,2035.93,1936,1,Q2
47,Female,USA,New York,4.1,6,25.9,8.3,53.7,6,15,103.23,17,47.8,7.1,18.1,5,2,36,17.6,2,1254.44,0,0,Q3
48,Male,USA,Phoenix,3.9,19,30.3,9.3,44.9,6,11,90.39,40,72.1,2.8,31.2,8,4,45.5,20.9,1,885.91,0,0,Q2
32,Male,USA,New York,1.1,9,20.7,5.1,76.9,0,4,210.02,,41,10.4,23.4,10,2,28,6.5,1,925.32,2321,0,Q3
36,Male,USA,Phoenix,5.4,1,19.2,4.8,73.8,0,4,118.6,,48.9,11.7,15.8,4,0,14.5,9.8,2,476.25,1156,0,Q1
37,Female,India,Bangalore,4.8,28,46.4,12.7,21.2,5,17,117.74,,36.5,3.7,24.8,5,5,50.4,28.5,1,1839.7,,0,Q3
50,Female,USA,Chicago,3.6,3,14,1,61.2,,2.6,121.94,,18.6,9.4,14.5,9,2,9.7,,4,200.27,2344,1,Q4
25,Female,USA,New York,0.6,17,48.6,14.9,22.7,16,21,111.25,12,10.9,0.3,55.4,2,,74,40.9,4,2033.45,3967,0,Q3
34,Male,USA,Los Angeles,3.3,6,,9,73.3,2,10,150.97,22,49.3,17.7,,8,,29.5,14,4,1503.04,3439,0,Q3
55,Female,USA,Los Angeles,3.2,3,14.5,2.7,78.7,,17,224.76,15,36.9,5.9,4.1,8,0,0,6.9,2,3254.36,1537,1,Q2
53,Female,USA,Los Angeles,4.7,18,15.9,11,62,5,12,67.41,10,19.2,1.2,18.8,6,2,3.9,17.3,2,803.68,2166,0,Q3
31,Female,USA,Houston,1.6,24,16.9,10.1,58.6,1,13,138.01,80,50.8,7.9,38,4,3,,26.2,3,1976.83,3710,0,Q2
32,Female,USA,Chicago,2.9,1,19.8,2.7,67.4,1,7.8,101.77,10,44.76,16,0,7,0,11.1,6.4,2,526.35,972,1,Q4
56,Male,USA,Los Angeles,3.8,5,22.3,7.9,39.8,4,13,130.15,71,53.88,6.4,45.4,8,3,7.4,14.9,3,1285.15,753,0,Q4
18,Male,USA,Los Angeles,5.9,18,34.7,7.9,29.2,2,23.4,125.08,172,40.44,3.1,33.1,5,5,55.1,23.1,2,1913.95,3046,0,Q4
41,Female,USA,Phoenix,0.5,12,24.9,9.7,60.7,,8,73.83,19,,4.3,37.9,8,0,,,3,607.97,1060,0,Q1
20,Male,India,Chennai,0.9,5,27.4,8.6,50.2,5,11,116.74,31,62.8,8.1,13.5,8,,47.3,23.3,1,1389.5,0,0,Q1
24,Male,USA,New York,2.2,21,33.1,13.6,50.9,4,14,72.49,11,43.5,4.3,23.2,7,3,,13.2,3,1187.96,,0,Q2
,Male,USA,New York,1.7,11,36.3,13.2,43.5,5,16,116.37,89,65.4,2,42,4,7,58,27.3,1,2085.48,2408,0,Q1
38,Male,USA,Phoenix,3.9,27,57,16.7,19.8,10,22,93.51,2,,4,56.4,2,6,65.6,35.6,3,2009.92,6884,0,Q3
37,Female,USA,Chicago,4.1,9,18.6,4.8,65.6,3,8,187.61,52,31.4,17.2,15.8,8,2,26.4,1.8,2,1325.61,1196,1,Q1
37,Female,USA,Chicago,1.6,5,18.1,8.1,69.9,2,11,48.06,78,13.9,4.1,0,5,0,42.6,13.9,1,548.29,1729,0,Q3
20,Male,USA,New York,4.3,23,40.1,9.1,62.4,9,15,155.07,44,,3,33.5,5,12,52.4,,5,2379.36,3299,0,Q2
59,Female,USA,Phoenix,2.9,11,28.1,9.2,58.5,5,12,111.25,4,46.6,7.3,35,5,0,71.5,12.9,,1105.48,2037,0,Q1
35,Female,USA,Chicago,3,21,33,12.3,69.1,7,13,118.27,23,85.1,,29.6,6,5,,22.8,1,1464.13,1337,0,Q3
32,Male,USA,New York,4.6,14,13.8,5,65.7,2,7.8,113.42,100,66,3.1,10.4,8,1,31.2,9.1,5,666.98,733,1,Q4
41,Male,USA,Chicago,1.8,14,40.4,15.8,28.9,6,14,95.88,53,21.6,1.8,26,2,6,57.5,,1,1191.61,2265,0,Q3
49,Female,USA,Houston,2.5,5,24.3,6.3,67.6,2,9,129.14,47,38.9,3.9,26.3,5,1,46,15.3,2,977.53,,0,Q3
48,Male,USA,Houston,2.3,10,2.3,,73.3,0,3,149.22,118,24,1.6,15.1,4,0,0,12.5,1,489.67,355,0,Q2
64,Female,USA,Chicago,3.9,18,31,7.2,72.8,2,21,214.45,15,37.2,8.5,33.7,3,3,25.5,14.3,2,4895.21,2466,0,Q1
18,Female,USA,Los Angeles,2.1,11,22,7.2,58.4,,11,84.43,169,41.3,1.9,27.8,6,3,,,2,853.85,1416,0,Q2
34,Other,India,Chennai,3.4,8,24.4,5.9,62.8,3,13,255.52,23,48.2,4.7,14.6,5,4,44.7,24.2,2,3498.35,2863,0,Q1
32,Female,USA,Houston,10,11,24.2,4.6,54.8,4,13,147.72,17,7.68,0.4,8.6,6,3,,18.3,3,1747.84,1891,0,Q4
47,Male,India,Hyderabad,3,15,31,10.8,46.3,1,10,123.93,16,65.8,,10,9,1,6.3,17.2,3,1184.86,1414,0,Q1
51,Female,USA,Chicago,2.1,21,35.5,17,23.5,8,28.6,143.62,14,83.16,3.5,37.3,3,3,84.3,33.1,2,3748.12,3068,0,Q4
44,Male,USA,Phoenix,5.2,12,,7,79.7,8,14,85.94,44,,14.4,24.1,3,1,33.7,15,2,989.6,1963,0,Q1
25,Male,USA,Houston,1.4,0,19.8,3.8,68.3,2,8,162.73,9,23.4,3.1,3.7,6,3,12,23.9,1,1507.54,2468,0,Q2
36,Female,India,Bangalore,5.2,15,43.5,7.5,64.4,6,12,73.4,1,38,9.7,21.9,6,3,26.8,25.6,2,792.46,546,0,Q1
28,Female,USA,Phoenix,1,12,31,5.9,67.2,4,12,110.69,12,19.1,8.4,14,5,1,,20.8,2,1136.23,2138,0,Q1
,Male,India,Chennai,1.6,8,42.3,5.7,51.9,6,19.5,216.8,33,41.4,1.8,,8,4,35.7,17.1,3,3140.75,0,1,Q4
62,Female,USA,Phoenix,4.3,9,26.2,7,77.5,,18,86.14,1,33.1,13.3,13.1,6,2,19.7,14.6,1,1804.33,584,0,Q3
,Female,India,Bangalore,3.4,8,32.7,6.6,53,1,10,73.41,14,91.5,6.4,,,5,21.1,18.4,4,872.24,1847,0,Q3
43,Female,USA,Los Angeles,4.2,16,36.9,,50.3,5,17,189.98,115,58.1,,25.9,2,6,49.6,29.6,1,2722.51,3071,0,Q3
37,Male,USA,Phoenix,0.4,16,39,10.8,47.6,6,16,55.59,15,25.2,2.7,22.4,3,3,65.5,29,2,1046.82,,0,Q3
62,Female,USA,New York,0.6,2,24.2,3.5,71,1,4,121.74,65,45.2,10.9,0,12,1,19.8,10.1,4,504.13,527,1,Q2
36,Female,India,Hyderabad,4.6,1,8.9,4.2,82.4,,7.8,122.38,35,71.4,3.7,8.9,5,0,8,,3,662.24,3190,1,Q4
39,Female,USA,Los Angeles,0.8,36,53.1,,0,8,37.7,107.54,47,66.36,8.6,61,0,8,100,53.8,3,3567.41,5356,0,Q4
5,Other,USA,Chicago,5.1,14,34.8,14.3,56.7,7,20.8,123.47,13,,1.1,25.9,6,3,57,36.8,1,2348.24,3567,1,Q4
27,Male,USA,Phoenix,3.5,6,18.4,7.1,74.6,0,8,170.64,26,70.9,1.9,10.2,5,3,44.8,,2,1428.87,0,1,Q2
26,Female,USA,Houston,0.3,5,24.9,7.5,50.8,8,11.7,92.53,86,50.4,7,34.7,2,3,30.9,21.3,1,911.58,1066,0,Q4
39,Male,USA,Chicago,2.4,8,25.3,2.5,61,2,14,116.52,15,3.7,0.3,0,,2,3.1,,1,1676.99,0,0,Q2
59,Male,USA,New York,6.2,20,32.4,15.3,47.8,3,14,134.56,12,48.8,7.2,26.3,5,9,35.7,25.6,1,2058.64,2830,0,Q2
